Customer_ID,Age,Gender,Marital_Status,Education_Level,Employment_Type,Annual_Income,Region,Credit_Score,Existing_Loans_Count,Dependents,Account_Balance,Loan_ID,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,Debt_to_Income_Ratio_%,Application_Date,Approval_Date,Loan_Status,Default_Risk_Flag
CUST5177,53,Male,Single,High School,Unemployed,31405,West,540,0,4,120580,LOAN5177,Car Loan,1150138,48,8.69,3662.28,2020-09-14,2020-09-25,Default,1
CUST5178,36,Female,Divorced,PhD,Business,141593,East,493,1,1,59389,LOAN5178,Home Loan,494417,120,6.43,349.18,2021-02-23,2021-03-04,Default,1
CUST5179,51,Female,Married,High School,Salaried,85010,South,377,0,1,163135,LOAN5179,Business Loan,1199504,24,16.6,1411.02,2018-06-17,2018-06-29,Default,1
CUST5180,45,Male,Married,PhD,Unemployed,75024,East,823,1,1,171157,LOAN5180,Business Loan,860134,24,16.97,1146.48,2022-09-12,2022-09-15,Default,1
CUST5181,51,Male,Single,PhD,Self-Employed,163638,South,387,0,2,382296,LOAN5181,Personal Loan,720602,12,15.55,440.36,2018-05-22,2018-05-26,Default,1
CUST5182,46,Female,Single,PhD,Business,57017,North,443,1,1,115736,LOAN5182,Education Loan,410860,84,14.4,720.59,2020-01-07,2020-01-17,Default,1
CUST5183,28,Male,Divorced,High School,Self-Employed,90722,North,324,3,3,311807,LOAN5183,Home Loan,722939,24,10.83,796.87,2021-04-04,2021-04-09,Default,1
CUST5184,44,Male,Married,Master,Salaried,182943,West,749,3,0,476429,LOAN5184,Car Loan,870159,24,14.39,475.64,2022-09-19,2022-09-23,Default,1
CUST5185,46,Male,Married,Master,Salaried,172427,West,871,4,0,375306,LOAN5185,Car Loan,1358450,60,15.27,787.84,2022-10-13,2022-10-25,Default,1
CUST5186,37,Female,Married,Master,Salaried,46275,South,715,1,1,217483,LOAN5186,Education Loan,528626,84,16.97,1142.36,2022-11-12,2022-11-24,Default,1
CUST5187,59,Male,Single,Master,Self-Employed,159576,Central,705,3,2,112452,LOAN5187,Business Loan,951063,36,11.32,595.99,2022-11-24,2022-12-05,Default,1
CUST5188,27,Female,Divorced,PhD,Unemployed,64827,West,641,1,0,465011,LOAN5188,Education Loan,69784,84,9.22,107.65,2019-10-26,2019-10-28,Default,1
CUST5189,42,Male,Married,PhD,Unemployed,115009,Central,750,2,2,472456,LOAN5189,Personal Loan,189711,60,8.64,164.95,2018-06-30,2018-07-09,Default,1
CUST5190,28,Female,Married,Master,Unemployed,24273,North,443,5,1,424487,LOAN5190,Home Loan,876345,48,16.44,3610.37,2020-01-11,2020-01-12,Default,1
CUST5191,24,Male,Married,Master,Unemployed,138567,South,336,3,0,234720,LOAN5191,Car Loan,1420119,60,9.07,1024.86,2018-08-17,2018-08-24,Default,1
CUST5192,62,Male,Married,Bachelor,Unemployed,148280,South,541,5,1,227673,LOAN5192,Car Loan,661233,12,7.49,445.94,2021-04-30,2021-05-04,Default,1
CUST5193,40,Male,Divorced,Master,Unemployed,108237,South,853,2,3,149224,LOAN5193,Education Loan,978362,48,12.18,903.91,2020-08-12,2020-08-19,Default,1
CUST5194,55,Female,Single,Master,Self-Employed,194008,East,429,4,2,129771,LOAN5194,Car Loan,474506,84,17.56,244.58,2022-07-29,2022-07-30,Default,1
CUST5195,57,Male,Divorced,Bachelor,Business,136056,Central,435,2,0,441450,LOAN5195,Home Loan,254225,120,17.34,186.85,2018-03-19,2018-03-25,Default,1
CUST5196,42,Male,Married,Master,Unemployed,41572,South,589,4,0,17556,LOAN5196,Education Loan,818252,60,17.61,1968.28,2021-10-16,2021-10-20,Default,1
CUST5197,21,Male,Divorced,Master,Self-Employed,124484,South,428,3,3,108952,LOAN5197,Car Loan,1029585,24,14.25,827.08,2023-03-27,2023-04-10,Default,1
CUST5198,32,Male,Divorced,PhD,Self-Employed,97382,North,746,5,4,33577,LOAN5198,Business Loan,1072429,12,8.0,1101.26,2020-07-18,2020-08-02,Default,1
CUST5199,35,Male,Married,Master,Unemployed,74994,East,868,4,0,201658,LOAN5199,Car Loan,246883,36,14.47,329.2,2021-02-03,2021-02-08,Default,1
CUST5200,40,Male,Single,Bachelor,Business,76862,West,590,5,4,62680,LOAN5200,Education Loan,88064,36,17.95,114.57,2023-02-07,2023-02-13,Default,1
CUST5201,63,Female,Divorced,Master,Self-Employed,59206,Central,762,0,2,85104,LOAN5201,Personal Loan,478058,12,7.34,807.45,2020-03-06,2020-03-10,Default,1
CUST5202,23,Female,Single,PhD,Self-Employed,61194,West,553,3,3,305933,LOAN5202,Personal Loan,1093160,60,16.48,1786.38,2021-07-18,2021-07-25,Default,1
CUST5203,22,Male,Divorced,Bachelor,Unemployed,128824,South,456,5,4,181643,LOAN5203,Personal Loan,1065992,48,16.08,827.48,2018-06-04,2018-06-19,Default,1
CUST5204,27,Female,Married,Master,Unemployed,183761,Central,572,1,3,414227,LOAN5204,Business Loan,423845,84,12.66,230.65,2021-01-08,2021-01-23,Default,1
CUST5205,27,Male,Divorced,High School,Salaried,51230,North,612,0,3,35478,LOAN5205,Home Loan,377097,120,11.51,736.09,2022-07-04,2022-07-19,Default,1
CUST5206,61,Male,Divorced,Master,Unemployed,171744,South,388,0,3,492370,LOAN5206,Home Loan,1019745,48,10.17,593.76,2018-11-20,2018-11-23,Default,1
CUST5207,59,Male,Single,Bachelor,Business,64154,East,781,0,3,446289,LOAN5207,Education Loan,104065,84,14.36,162.21,2020-12-23,2021-01-05,Default,1
CUST5208,41,Male,Divorced,High School,Unemployed,81500,South,640,0,2,119566,LOAN5208,Car Loan,809149,84,17.43,992.82,2019-10-01,2019-10-11,Default,1
CUST5209,30,Female,Married,Master,Self-Employed,21949,Central,331,0,4,156493,LOAN5209,Business Loan,130331,12,15.51,593.79,2022-12-30,2023-01-10,Default,1
CUST5210,24,Female,Married,Master,Self-Employed,86956,West,893,3,3,274084,LOAN5210,Home Loan,1104994,48,9.38,1270.75,2021-03-10,2021-03-20,Default,1
CUST5211,22,Male,Single,Bachelor,Business,166786,West,616,0,2,100345,LOAN5211,Education Loan,780835,48,6.96,468.17,2022-05-02,2022-05-15,Default,1
CUST5212,24,Male,Divorced,Master,Self-Employed,159586,South,494,0,3,53176,LOAN5212,Business Loan,1443339,60,8.54,904.43,2021-11-10,2021-11-25,Default,1
CUST5213,31,Female,Divorced,Master,Business,197718,North,431,2,0,13194,LOAN5213,Personal Loan,57526,84,12.25,29.09,2020-07-06,2020-07-08,Default,1
CUST5214,25,Female,Single,Master,Self-Employed,85476,North,386,5,4,142298,LOAN5214,Education Loan,842283,48,10.85,985.4,2019-06-18,2019-06-24,Default,1
CUST5215,59,Male,Single,Master,Unemployed,130564,North,401,5,4,158266,LOAN5215,Business Loan,1097182,24,17.91,840.34,2020-03-27,2020-04-01,Default,1
CUST5216,52,Female,Single,High School,Business,162565,West,584,1,0,398266,LOAN5216,Car Loan,635840,120,10.5,391.13,2019-07-01,2019-07-04,Default,1
CUST5217,59,Female,Divorced,PhD,Salaried,173847,East,431,5,3,488412,LOAN5217,Business Loan,505072,24,10.15,290.53,2018-06-09,2018-06-19,Default,1
CUST5218,63,Female,Married,Bachelor,Salaried,106398,North,323,2,1,342239,LOAN5218,Business Loan,900171,24,17.72,846.04,2019-11-21,2019-12-05,Default,1
CUST5219,43,Male,Single,Master,Unemployed,72059,Central,584,4,1,120213,LOAN5219,Personal Loan,1168567,60,12.34,1621.68,2021-02-27,2021-02-28,Default,1
CUST5220,50,Female,Single,Bachelor,Unemployed,163694,North,613,0,1,207415,LOAN5220,Business Loan,480287,60,11.39,293.41,2018-10-21,2018-10-25,Default,1
CUST5221,36,Female,Single,High School,Self-Employed,53420,South,557,1,3,147457,LOAN5221,Car Loan,744584,24,8.45,1393.83,2022-09-26,2022-10-03,Default,1
CUST5222,33,Female,Single,PhD,Self-Employed,149399,South,824,1,4,388680,LOAN5222,Business Loan,759917,84,5.55,508.65,2022-08-08,2022-08-12,Default,1
CUST5223,27,Male,Married,Bachelor,Self-Employed,25053,South,785,2,3,466974,LOAN5223,Business Loan,884887,12,12.85,3532.06,2021-04-28,2021-05-01,Default,1
CUST5224,46,Male,Divorced,High School,Business,60374,Central,634,5,3,243722,LOAN5224,Business Loan,1326531,48,9.62,2197.19,2021-01-08,2021-01-21,Default,1
CUST5225,42,Female,Single,Master,Business,53684,North,747,3,4,272804,LOAN5225,Home Loan,1036774,24,16.11,1931.25,2022-02-01,2022-02-09,Default,1
CUST5226,21,Male,Divorced,Master,Self-Employed,97969,South,652,5,1,383874,LOAN5226,Personal Loan,73427,12,8.16,74.95,2022-04-27,2022-04-30,Default,1
CUST5227,21,Female,Married,PhD,Self-Employed,105959,Central,559,4,2,75844,LOAN5227,Car Loan,588565,60,12.07,555.46,2022-01-26,2022-01-29,Default,1
CUST5228,49,Male,Married,Master,Unemployed,162572,East,824,1,4,397415,LOAN5228,Car Loan,168323,48,14.3,103.54,2021-12-12,2021-12-14,Default,1
CUST5229,51,Female,Single,High School,Unemployed,64874,South,521,3,1,178202,LOAN5229,Education Loan,658501,36,17.97,1015.05,2021-02-10,2021-02-11,Default,1
CUST5230,23,Female,Single,High School,Self-Employed,121904,South,573,0,0,183974,LOAN5230,Education Loan,1095736,120,7.39,898.85,2020-05-24,2020-05-26,Default,1
CUST5231,61,Male,Married,High School,Business,82368,South,597,0,3,471103,LOAN5231,Education Loan,408161,12,8.28,495.53,2021-05-12,2021-05-26,Default,1
CUST5232,45,Male,Divorced,High School,Business,33366,East,517,1,3,450012,LOAN5232,Personal Loan,614833,120,10.69,1842.69,2023-01-09,2023-01-10,Default,1
CUST5233,27,Female,Divorced,High School,Salaried,125848,East,439,0,1,167983,LOAN5233,Home Loan,310267,120,10.92,246.54,2021-03-09,2021-03-10,Default,1
CUST5234,51,Female,Married,PhD,Self-Employed,25834,Central,548,1,4,323618,LOAN5234,Education Loan,597745,120,16.29,2313.79,2022-12-03,2022-12-15,Default,1
CUST5235,40,Female,Single,PhD,Business,46317,South,772,0,1,181226,LOAN5235,Home Loan,1141653,12,12.88,2464.87,2020-11-24,2020-11-27,Default,1
CUST5236,62,Male,Married,Master,Unemployed,93318,East,354,5,3,449600,LOAN5236,Home Loan,1013073,84,9.44,1085.61,2022-06-26,2022-07-04,Default,1
CUST5237,65,Male,Divorced,High School,Self-Employed,40652,West,861,5,1,97293,LOAN5237,Car Loan,1386691,48,9.31,3411.13,2020-07-24,2020-08-04,Default,1
CUST5238,35,Male,Single,Bachelor,Self-Employed,192954,West,438,0,0,52730,LOAN5238,Education Loan,940716,120,7.86,487.53,2018-07-18,2018-08-02,Default,1
CUST5239,63,Female,Single,High School,Unemployed,44442,Central,518,2,2,472438,LOAN5239,Business Loan,540877,36,11.18,1217.04,2019-06-30,2019-07-06,Default,1
CUST5240,45,Male,Divorced,PhD,Salaried,195770,East,315,2,1,281699,LOAN5240,Home Loan,1277250,48,16.78,652.42,2021-01-05,2021-01-12,Default,1
CUST5241,43,Male,Married,Master,Business,44705,South,395,3,3,370048,LOAN5241,Car Loan,1226413,120,11.34,2743.35,2022-08-21,2022-08-22,Default,1
CUST5242,22,Female,Divorced,PhD,Self-Employed,45229,South,756,0,2,161947,LOAN5242,Business Loan,115361,84,7.42,255.06,2022-04-13,2022-04-17,Default,1
CUST5243,37,Male,Divorced,Bachelor,Self-Employed,184128,East,734,4,2,190824,LOAN5243,Education Loan,849504,36,16.77,461.37,2020-07-20,2020-08-04,Default,1
CUST5244,48,Female,Single,High School,Unemployed,41616,East,516,1,2,460605,LOAN5244,Business Loan,80456,84,12.32,193.33,2023-03-03,2023-03-10,Default,1
CUST5245,47,Male,Married,High School,Salaried,20794,East,820,3,4,133937,LOAN5245,Home Loan,498370,36,14.47,2396.7,2021-01-07,2021-01-22,Default,1
CUST5246,46,Female,Single,Bachelor,Salaried,135543,North,778,1,1,422839,LOAN5246,Home Loan,661451,36,9.54,488.0,2022-08-10,2022-08-13,Default,1
CUST5247,37,Female,Divorced,PhD,Business,170136,West,564,3,2,74231,LOAN5247,Personal Loan,1166645,60,11.61,685.71,2022-10-03,2022-10-08,Default,1
CUST5248,29,Female,Divorced,High School,Business,66911,North,320,2,0,314384,LOAN5248,Education Loan,353846,60,6.75,528.83,2023-03-29,2023-04-02,Default,1
CUST5249,34,Male,Divorced,High School,Business,138070,East,808,4,2,352344,LOAN5249,Personal Loan,558083,60,15.3,404.2,2020-01-27,2020-02-02,Default,1
CUST5250,58,Female,Single,High School,Salaried,197057,East,463,4,3,114515,LOAN5250,Business Loan,871431,12,7.22,442.22,2020-07-02,2020-07-10,Default,1
CUST5251,60,Female,Divorced,Bachelor,Unemployed,159619,East,405,1,2,476138,LOAN5251,Car Loan,505869,24,9.52,316.92,2019-08-29,2019-09-06,Default,1
CUST5252,23,Male,Divorced,Bachelor,Self-Employed,69591,East,391,0,1,16981,LOAN5252,Education Loan,1366168,120,12.2,1963.14,2022-08-30,2022-09-01,Default,1
CUST5253,41,Female,Married,Master,Salaried,193186,West,784,2,0,186629,LOAN5253,Education Loan,1311196,84,9.63,678.72,2023-04-05,2023-04-16,Default,1
CUST5254,42,Female,Divorced,High School,Business,58177,North,340,3,3,53354,LOAN5254,Home Loan,561180,12,14.84,964.61,2019-01-03,2019-01-07,Default,1
CUST5255,30,Female,Single,PhD,Salaried,113713,Central,633,1,0,455925,LOAN5255,Education Loan,933836,48,6.99,821.22,2018-04-16,2018-04-19,Default,1
CUST5256,61,Female,Divorced,Master,Salaried,137205,West,798,4,4,253458,LOAN5256,Business Loan,1275456,36,12.5,929.6,2019-03-28,2019-04-06,Default,1
CUST5257,47,Female,Married,PhD,Self-Employed,142455,Central,659,2,2,35123,LOAN5257,Car Loan,993738,120,5.9,697.58,2020-06-17,2020-06-30,Default,1
CUST5258,27,Male,Single,Master,Business,185318,West,883,4,1,334633,LOAN5258,Education Loan,1429148,120,5.13,771.19,2019-04-05,2019-04-19,Default,1
CUST5259,52,Female,Married,PhD,Unemployed,131756,Central,551,1,0,379340,LOAN5259,Business Loan,469147,36,6.9,356.07,2021-12-06,2021-12-17,Default,1
CUST5260,47,Male,Single,PhD,Unemployed,22264,West,865,0,0,372226,LOAN5260,Personal Loan,1418160,36,12.31,6369.74,2018-05-22,2018-05-24,Default,1
CUST5261,61,Female,Single,Master,Business,174235,South,471,5,2,383294,LOAN5261,Personal Loan,659887,12,10.19,378.73,2021-08-06,2021-08-18,Default,1
CUST5262,27,Male,Single,Bachelor,Salaried,61104,West,742,0,3,1243,LOAN5262,Personal Loan,338312,120,8.04,553.67,2021-12-15,2021-12-16,Default,1
CUST5263,58,Male,Single,High School,Salaried,78751,East,644,1,2,220011,LOAN5263,Business Loan,583984,120,16.36,741.56,2022-03-14,2022-03-16,Default,1
CUST5264,33,Female,Married,PhD,Salaried,143525,West,383,2,0,177440,LOAN5264,Home Loan,757556,48,14.83,527.82,2018-02-09,2018-02-10,Default,1
CUST5265,52,Male,Single,Bachelor,Business,188109,West,465,5,1,155057,LOAN5265,Education Loan,778193,12,6.82,413.69,2018-09-26,2018-09-29,Default,1
CUST5266,54,Female,Single,Master,Unemployed,191625,Central,689,1,3,397172,LOAN5266,Personal Loan,633977,12,12.69,330.84,2023-05-03,2023-05-13,Default,1
CUST5267,60,Female,Divorced,Bachelor,Self-Employed,133338,South,684,3,0,341118,LOAN5267,Personal Loan,891497,48,12.38,668.6,2020-11-28,2020-11-29,Default,1
CUST5268,25,Male,Married,Master,Business,167915,East,803,4,2,57888,LOAN5268,Car Loan,308211,12,9.3,183.55,2019-09-22,2019-10-06,Default,1
CUST5269,61,Female,Divorced,Bachelor,Unemployed,49528,East,363,1,1,455314,LOAN5269,Home Loan,933532,120,5.49,1884.86,2018-05-12,2018-05-21,Default,1
CUST5270,41,Male,Single,Master,Salaried,127735,Central,560,4,4,315218,LOAN5270,Education Loan,1364437,12,14.33,1068.18,2019-06-02,2019-06-06,Default,1
CUST5271,64,Female,Married,Bachelor,Self-Employed,41460,Central,700,0,3,277087,LOAN5271,Home Loan,1451571,24,8.47,3501.14,2019-06-09,2019-06-21,Default,1
CUST5272,32,Male,Single,High School,Self-Employed,114603,North,349,2,1,317925,LOAN5272,Business Loan,317857,120,14.1,277.35,2020-01-18,2020-01-30,Default,1
CUST5273,36,Male,Divorced,Bachelor,Salaried,50087,West,744,2,2,450730,LOAN5273,Personal Loan,630703,84,9.95,1259.21,2019-08-15,2019-08-22,Default,1
CUST5274,47,Female,Single,Master,Salaried,155121,North,309,5,0,28757,LOAN5274,Personal Loan,980363,36,17.5,632.0,2021-11-24,2021-11-28,Default,1
CUST5275,32,Male,Married,PhD,Salaried,191426,Central,840,0,1,12253,LOAN5275,Business Loan,1326482,60,8.97,692.95,2023-02-13,2023-02-28,Default,1
CUST5276,37,Male,Divorced,Bachelor,Unemployed,190597,West,347,1,0,162534,LOAN5276,Personal Loan,528416,36,8.37,277.24,2021-11-23,2021-11-28,Default,1
CUST5277,21,Female,Divorced,Master,Unemployed,34148,West,560,0,3,337802,LOAN5277,Personal Loan,665198,12,10.96,1947.99,2019-08-29,2019-09-08,Default,1
CUST5278,31,Male,Single,Master,Salaried,110092,North,475,1,4,310675,LOAN5278,Home Loan,1436177,60,11.73,1304.52,2021-07-13,2021-07-25,Default,1
CUST5279,61,Male,Divorced,Bachelor,Self-Employed,65131,East,846,0,2,57632,LOAN5279,Personal Loan,1395147,24,16.27,2142.06,2018-11-20,2018-11-22,Default,1
CUST5280,34,Female,Single,Master,Self-Employed,55587,East,525,0,2,54989,LOAN5280,Home Loan,933859,12,11.39,1680.0,2021-01-09,2021-01-24,Default,1
CUST5281,44,Male,Single,Bachelor,Self-Employed,87918,East,684,4,4,399127,LOAN5281,Personal Loan,111262,48,5.82,126.55,2021-12-19,2021-12-21,Default,1
CUST5282,56,Female,Single,PhD,Business,48984,North,529,3,3,180981,LOAN5282,Personal Loan,409989,12,7.61,836.99,2020-03-14,2020-03-20,Default,1
CUST5283,57,Female,Single,High School,Unemployed,97798,North,364,2,4,451906,LOAN5283,Business Loan,478320,120,6.66,489.09,2022-05-21,2022-05-30,Default,1
CUST5284,25,Male,Divorced,High School,Business,24432,East,667,0,4,425658,LOAN5284,Business Loan,948026,60,7.65,3880.26,2020-12-27,2021-01-10,Default,1
CUST5285,36,Male,Single,Bachelor,Self-Employed,110397,West,611,0,3,192720,LOAN5285,Personal Loan,1057124,36,15.03,957.57,2019-11-13,2019-11-14,Default,1
CUST5286,45,Female,Single,Bachelor,Self-Employed,122193,West,712,2,2,105212,LOAN5286,Home Loan,280921,120,10.55,229.9,2020-04-01,2020-04-02,Default,1
CUST5287,24,Female,Single,High School,Business,56402,North,439,1,1,433576,LOAN5287,Car Loan,323274,36,11.16,573.16,2020-11-20,2020-11-30,Default,1
CUST5288,49,Male,Divorced,Bachelor,Self-Employed,95959,West,697,4,1,320601,LOAN5288,Home Loan,1095607,48,10.95,1141.74,2021-04-12,2021-04-19,Default,1
CUST5289,51,Female,Divorced,Master,Salaried,59504,South,345,3,1,89727,LOAN5289,Home Loan,536714,48,7.55,901.98,2023-04-18,2023-04-25,Default,1
CUST5290,56,Male,Married,High School,Salaried,66140,South,469,5,2,231060,LOAN5290,Business Loan,1158736,48,13.12,1751.94,2021-09-10,2021-09-19,Default,1
CUST5291,65,Female,Divorced,Master,Business,139495,East,364,5,4,4088,LOAN5291,Home Loan,992605,36,12.17,711.57,2022-09-24,2022-09-26,Default,1
CUST5292,61,Female,Divorced,Master,Self-Employed,43445,West,567,2,2,222775,LOAN5292,Home Loan,686609,36,17.84,1580.41,2023-04-22,2023-05-06,Default,1
CUST5293,56,Female,Married,Bachelor,Self-Employed,53354,South,809,3,0,177915,LOAN5293,Personal Loan,883427,36,6.1,1655.78,2020-11-02,2020-11-04,Default,1
CUST5294,64,Female,Married,High School,Unemployed,160965,West,664,2,4,403147,LOAN5294,Education Loan,343292,60,15.07,213.27,2019-02-01,2019-02-03,Default,1
CUST5295,43,Male,Divorced,Bachelor,Business,104717,South,837,3,0,435705,LOAN5295,Business Loan,172967,60,12.21,165.18,2018-10-04,2018-10-08,Default,1
CUST5296,51,Female,Divorced,Master,Self-Employed,172218,Central,356,4,0,261351,LOAN5296,Business Loan,61824,12,14.22,35.9,2019-07-15,2019-07-26,Default,1
CUST5297,32,Female,Married,Master,Salaried,107285,South,533,4,0,499911,LOAN5297,Education Loan,883328,120,9.57,823.35,2022-07-04,2022-07-19,Default,1
CUST5298,31,Male,Married,Bachelor,Business,15744,North,753,4,4,335462,LOAN5298,Personal Loan,285937,120,7.9,1816.16,2021-12-28,2022-01-02,Default,1
CUST5299,22,Female,Single,Master,Salaried,165322,West,369,2,0,93530,LOAN5299,Personal Loan,668665,12,13.58,404.46,2018-07-25,2018-08-08,Default,1
CUST5300,50,Male,Divorced,Bachelor,Business,75200,East,348,3,4,98216,LOAN5300,Home Loan,1410543,12,8.08,1875.72,2019-10-08,2019-10-23,Default,1
CUST5301,60,Male,Married,High School,Business,177321,East,475,1,0,150441,LOAN5301,Personal Loan,565760,120,15.93,319.06,2019-12-28,2020-01-05,Default,1
CUST5302,44,Female,Married,High School,Unemployed,57612,Central,526,3,4,407833,LOAN5302,Business Loan,973670,12,11.37,1690.05,2018-09-16,2018-09-19,Default,1
CUST5303,25,Male,Divorced,PhD,Unemployed,141024,Central,333,1,4,185424,LOAN5303,Business Loan,1278195,48,12.82,906.37,2022-07-28,2022-08-03,Default,1
CUST5304,27,Male,Single,High School,Salaried,144388,Central,594,5,4,198413,LOAN5304,Education Loan,1198679,24,7.81,830.18,2022-02-21,2022-02-23,Default,1
CUST5305,29,Male,Single,High School,Unemployed,120371,Central,548,2,2,396349,LOAN5305,Personal Loan,269478,60,9.14,223.87,2023-01-14,2023-01-24,Default,1
CUST5306,42,Female,Single,High School,Business,186285,North,744,1,0,487936,LOAN5306,Car Loan,831620,12,7.54,446.42,2022-02-27,2022-03-05,Default,1
CUST5307,56,Female,Divorced,Master,Self-Employed,32573,East,811,5,2,29909,LOAN5307,Car Loan,1083916,48,9.26,3327.65,2018-02-11,2018-02-17,Default,1
CUST5308,21,Male,Divorced,PhD,Business,179727,East,351,3,3,159117,LOAN5308,Education Loan,901004,12,10.01,501.32,2021-01-12,2021-01-14,Default,1
CUST5309,26,Female,Single,Master,Self-Employed,176702,East,383,1,1,276265,LOAN5309,Personal Loan,110266,60,12.02,62.4,2018-01-15,2018-01-20,Default,1
CUST5310,45,Female,Married,Master,Salaried,45529,South,703,5,0,489364,LOAN5310,Car Loan,1181089,60,9.88,2594.15,2021-05-08,2021-05-11,Default,1
CUST5311,25,Female,Divorced,PhD,Self-Employed,123893,North,855,1,1,65469,LOAN5311,Personal Loan,906129,60,17.98,731.38,2019-12-09,2019-12-10,Default,1
CUST5312,30,Female,Divorced,Master,Business,33534,West,557,3,3,2878,LOAN5312,Personal Loan,63697,24,16.94,189.95,2022-03-06,2022-03-12,Default,1
CUST5313,35,Male,Single,PhD,Unemployed,127409,East,711,2,3,428052,LOAN5313,Car Loan,1287050,120,14.96,1010.17,2019-07-23,2019-07-24,Default,1
CUST5314,58,Male,Divorced,Master,Self-Employed,26430,South,659,2,2,217690,LOAN5314,Education Loan,77425,24,9.88,292.94,2021-01-24,2021-02-08,Default,1
CUST5315,23,Male,Divorced,PhD,Business,195253,Central,422,0,0,213736,LOAN5315,Personal Loan,531979,120,14.45,272.46,2020-01-23,2020-01-29,Default,1
CUST5316,45,Male,Married,Master,Salaried,77681,East,656,0,3,273541,LOAN5316,Home Loan,1079252,12,6.18,1389.34,2018-08-07,2018-08-15,Default,1
CUST5317,35,Male,Divorced,Bachelor,Business,112952,East,697,3,2,25658,LOAN5317,Car Loan,221223,12,15.3,195.86,2022-09-27,2022-10-05,Default,1
CUST5318,24,Female,Single,Master,Business,94491,Central,528,0,4,116818,LOAN5318,Car Loan,1438404,48,5.25,1522.27,2018-12-31,2019-01-07,Default,1
CUST5319,58,Female,Single,Master,Self-Employed,139907,North,328,1,4,119793,LOAN5319,Home Loan,1326165,36,10.01,947.89,2022-07-23,2022-08-02,Default,1
CUST5320,63,Female,Married,PhD,Salaried,176468,West,863,2,2,371623,LOAN5320,Personal Loan,701668,120,12.67,397.62,2021-06-04,2021-06-14,Default,1
CUST5321,27,Female,Married,PhD,Business,46510,Central,867,4,0,349634,LOAN5321,Education Loan,270952,84,10.08,582.57,2020-08-28,2020-08-29,Default,1
CUST5322,47,Male,Married,PhD,Business,184065,South,760,1,1,358425,LOAN5322,Car Loan,228455,60,9.06,124.12,2019-07-22,2019-07-29,Default,1
CUST5323,62,Female,Divorced,High School,Salaried,164691,North,469,1,3,135062,LOAN5323,Business Loan,1336869,24,13.86,811.74,2020-06-15,2020-06-27,Default,1
CUST5324,51,Male,Divorced,Bachelor,Salaried,18637,South,622,1,4,321224,LOAN5324,Education Loan,1370973,36,10.73,7356.19,2018-07-03,2018-07-16,Default,1
CUST5325,56,Female,Single,Master,Unemployed,158467,East,736,1,3,84609,LOAN5325,Personal Loan,702006,48,14.47,443.0,2018-07-07,2018-07-18,Default,1
CUST5326,32,Female,Single,Master,Business,142402,West,300,5,4,351873,LOAN5326,Business Loan,1375850,36,14.03,966.17,2020-08-18,2020-08-29,Default,1
CUST5327,45,Female,Married,High School,Salaried,189355,North,793,1,4,72184,LOAN5327,Education Loan,679155,36,16.22,358.67,2022-09-19,2022-09-21,Default,1
CUST5328,26,Male,Single,PhD,Self-Employed,48214,Central,525,4,1,332211,LOAN5328,Business Loan,1223792,120,15.75,2538.25,2019-12-06,2019-12-16,Default,1
CUST5329,48,Male,Single,High School,Business,66137,West,880,2,1,411484,LOAN5329,Education Loan,558268,48,15.93,844.11,2020-12-19,2021-01-03,Default,1
CUST5330,46,Male,Divorced,PhD,Self-Employed,176927,East,516,5,2,444834,LOAN5330,Home Loan,1112458,48,14.12,628.77,2018-04-05,2018-04-19,Default,1
CUST5331,23,Male,Divorced,PhD,Business,19757,East,482,3,0,141258,LOAN5331,Personal Loan,321062,84,16.01,1625.05,2018-05-22,2018-05-26,Default,1
CUST5332,60,Female,Single,High School,Unemployed,34346,East,752,1,0,357526,LOAN5332,Home Loan,449580,48,15.99,1308.97,2021-11-05,2021-11-19,Default,1
CUST5333,61,Female,Single,High School,Salaried,90582,East,340,4,2,138285,LOAN5333,Car Loan,929859,24,13.9,1026.54,2019-06-19,2019-07-04,Default,1
CUST5334,27,Female,Married,High School,Unemployed,31847,West,399,3,2,68653,LOAN5334,Car Loan,1272764,24,6.74,3996.5,2022-04-12,2022-04-13,Default,1
CUST5335,24,Female,Divorced,PhD,Unemployed,48702,North,692,0,0,88523,LOAN5335,Education Loan,424484,24,11.52,871.59,2022-03-25,2022-04-09,Default,1
CUST5336,59,Female,Married,Bachelor,Unemployed,60576,Central,700,4,1,413971,LOAN5336,Personal Loan,511776,84,17.92,844.85,2022-08-08,2022-08-13,Default,1
CUST5337,21,Male,Divorced,Bachelor,Salaried,108005,Central,676,0,0,445760,LOAN5337,Business Loan,914207,24,6.57,846.45,2022-10-19,2022-11-03,Default,1
CUST5338,35,Male,Divorced,High School,Salaried,112138,West,305,3,4,223892,LOAN5338,Home Loan,1346640,12,9.81,1200.88,2023-05-06,2023-05-14,Default,1
CUST5339,51,Male,Married,Bachelor,Unemployed,144280,West,420,1,4,391001,LOAN5339,Home Loan,1340165,36,7.42,928.86,2022-03-17,2022-03-18,Default,1
CUST5340,48,Male,Divorced,PhD,Self-Employed,88849,West,753,0,1,202818,LOAN5340,Personal Loan,1497649,36,12.49,1685.61,2019-10-10,2019-10-23,Default,1
